location_id,date,mean,upper,lower,location_name
536,2020-08-02,2529.18275907734,2931.35009331044,2169.33996127843,Illinois
536,2020-08-03,2561.8466931186,2967.29435957339,2194.47165007177,Illinois
536,2020-08-04,2591.114294579,3004.65476144024,2218.15006613003,Illinois
536,2020-08-05,2616.4771147815,3047.76992814687,2254.59913734599,Illinois
536,2020-08-06,2637.54719587046,3081.37046905745,2259.28246358976,Illinois
536,2020-08-07,2654.07802635287,3091.86254792698,2270.42979068295,Illinois
536,2020-08-08,2665.99784124913,3096.52088912688,2283.1442839727,Illinois
536,2020-08-09,2673.41404475277,3088.04353654081,2291.59577004977,Illinois
536,2020-08-10,2676.60525728836,3084.47143585578,2301.22293614234,Illinois
536,2020-08-11,2676.00423264232,3085.04212908773,2311.97729615067,Illinois
536,2020-08-12,2672.17454151272,3092.68995404518,2297.92432506853,Illinois
536,2020-08-13,2665.77321267111,3092.27518380415,2286.95853307579,Illinois
536,2020-08-14,2657.51509439834,3081.57354852212,2281.47222505374,Illinois
536,2020-08-15,2648.13897193362,3061.45506809897,2261.73284666212,Illinois
536,2020-08-16,2638.37968283549,3052.77990243099,2248.707305074,Illinois
536,2020-08-17,2628.94387629016,3041.92895758417,2245.37087122318,Illinois
536,2020-08-18,2620.49447626952,3022.31323024745,2223.11402488901,Illinois
536,2020-08-19,2613.63993707116,3015.02394968675,2217.33598341115,Illinois
536,2020-08-20,2608.92532365769,3034.57573281458,2214.81461383403,Illinois
536,2020-08-21,2606.81173004501,3033.60650222238,2213.3590857304,Illinois
536,2020-08-22,2607.66859161966,3034.57598249563,2216.35266505668,Illinois
536,2020-08-23,2611.76129516216,3036.55874796437,2223.96082832906,Illinois
536,2020-08-24,2619.23869731971,3036.35303277424,2248.15580890138,Illinois
536,2020-08-25,2630.11476574481,3067.55743823562,2275.08978069428,Illinois
536,2020-08-26,2644.27523662491,3074.13646554196,2290.1039231234,Illinois
536,2020-08-27,2661.49268549851,3119.16868255972,2299.04485415282,Illinois
536,2020-08-28,2681.45651358607,3137.67537388729,2302.89074938499,Illinois
536,2020-08-29,2703.79165197815,3174.08630338666,2314.02505642804,Illinois
536,2020-08-30,2728.06615335983,3193.01805502355,2335.25995829512,Illinois
536,2020-08-31,2753.72883492321,3228.74758419715,2342.845374723,Illinois
536,2020-09-01,2780.23613717549,3259.82416027782,2365.24663798569,Illinois
536,2020-09-02,2807.11106191621,3274.45930470336,2382.03012459954,Illinois
536,2020-09-03,2833.78797554452,3288.56719988393,2406.88100815172,Illinois
536,2020-09-04,2859.70280147504,3317.04722635493,2434.81599746188,Illinois
536,2020-09-05,2884.40472665748,3344.08963213898,2464.76985561194,Illinois
536,2020-09-06,2907.89912642922,3392.09130478179,2477.64650461926,Illinois
536,2020-09-07,2930.5432640989,3405.14919759933,2496.58637670918,Illinois
536,2020-09-08,2952.72349713635,3446.92383478116,2492.13893755828,Illinois
536,2020-09-09,2974.40306266754,3494.08477592824,2485.32275654462,Illinois
536,2020-09-10,2998.07047191626,3560.69810148459,2471.77189157759,Illinois
536,2020-09-11,3025.4562069193,3637.00044524451,2475.75035299203,Illinois
536,2020-09-12,3058.19138059082,3748.37859013109,2464.11054103207,Illinois
536,2020-09-13,3097.49590662033,3873.76046926696,2453.46616753563,Illinois
536,2020-09-14,3147.72708542745,4013.54386521354,2439.95143735069,Illinois
536,2020-09-15,3202.74913229258,4135.48322856841,2437.62829646436,Illinois
536,2020-09-16,3262.86723190473,4296.74131575204,2430.19336994607,Illinois
536,2020-09-17,3324.78807098827,4474.49790327959,2442.14705806952,Illinois
536,2020-09-18,3390.36558846233,4646.39406313775,2443.37827943391,Illinois
536,2020-09-19,3458.65814678478,4805.50859443326,2445.97886807621,Illinois
536,2020-09-20,3527.9511987081,4978.20810245806,2440.33755034395,Illinois
536,2020-09-21,3597.46151242602,5144.15543088978,2442.47112544584,Illinois
536,2020-09-22,3669.08543489838,5314.44942171867,2451.5254513422,Illinois
536,2020-09-23,3738.51425003727,5484.95560042449,2467.4917990197,Illinois
536,2020-09-24,3806.37226054383,5650.19207651573,2465.31437683459,Illinois
536,2020-09-25,3880.0659585009,5840.4743249285,2475.87689954462,Illinois
536,2020-09-26,3959.03346238606,6034.93970575556,2487.19747700496,Illinois
536,2020-09-27,4040.35696581448,6214.20040889885,2503.04694195557,Illinois
536,2020-09-28,4124.2002242584,6416.63053025305,2523.10250790287,Illinois
536,2020-09-29,4210.68239216667,6615.16273492388,2541.93657939057,Illinois
536,2020-09-30,4296.35761849814,6824.7064867978,2563.93291109144,Illinois
536,2020-10-01,4381.25722355991,7013.57866867553,2587.60418308545,Illinois
536,2020-10-02,4472.61417596517,7207.22402961957,2614.17027529129,Illinois
536,2020-10-03,4570.41600321992,7415.21576465596,2647.46150856675,Illinois
536,2020-10-04,4671.10496692733,7606.83001915039,2682.99511880055,Illinois
536,2020-10-05,4774.97449329657,7821.40228294935,2719.90354885315,Illinois
536,2020-10-06,4882.24550678103,8045.36960953269,2755.23396704714,Illinois
536,2020-10-07,4988.55739138763,8250.24683714858,2789.89084115732,Illinois
536,2020-10-08,5095.5620000618,8471.42465047762,2838.38132974878,Illinois
